CustomerID,Recency,Frequency,MonetaryValue,Recency_log,Frequency_log,Monetary_log,Cluster,Cluster_Name
12407,35,2,495.96,3.58351893845611,1.0986122886681098,6.208509539960322,2,Occasional Shoppers
12408,59,2,837.59,4.0943445622221,1.0986122886681098,6.731721910029265,2,Occasional Shoppers
12410,108,2,693.33,4.691347882229144,1.0986122886681098,6.542947351813216,2,Occasional Shoppers
12413,35,2,563.9,3.58351893845611,1.0986122886681098,6.336648724331217,2,Occasional Shoppers
12414,16,3,562.4100000000001,2.833213344056216,1.3862943611198906,6.334007604663526,3,Emerging Loyal
12415,3,7,50883.9,1.3862943611198906,2.079441541679836,10.837321498408418,1,High-Value Loyal
12417,25,4,1461.08,3.258096538021482,1.6094379124341005,7.287615358374906,2,Occasional Shoppers
12421,118,1,157.45,4.77912349311153,0.6931471805599453,5.06543908613693,0,Inactive
12422,124,1,238.5,4.8283137373023015,0.6931471805599453,5.4785534168509695,0,Inactive
12423,46,4,1032.95,3.8501476017100575,1.6094379124341005,6.941141697999771,2,Occasional Shoppers
12427,171,1,303.5,5.147494476813453,0.6931471805599453,5.718671087149952,0,Inactive
12428,42,6,6310.54,3.7612001156935615,1.9459101490553128,8.75013498281048,1,High-Value Loyal
12429,27,2,1719.48,3.332204510175204,1.0986122886681098,7.450358600642216,2,Occasional Shoppers
12431,11,6,2618.94,2.4849066497880004,1.9459101490553128,7.870906695729557,1,High-Value Loyal
12433,165,2,3787.12,5.111987788356544,1.0986122886681098,8.239625132790472,2,Occasional Shoppers
12434,60,1,286.25,4.110873864173311,0.6931471805599453,5.660352916728865,0,Inactive
12435,67,1,3978.99,4.219507705176107,0.6931471805599453,8.289034585712512,2,Occasional Shoppers
12437,5,7,1707.97,1.791759469228055,2.079441541679836,7.443646128836296,1,High-Value Loyal
12441,166,1,173.55,5.117993812416755,0.6931471805599453,5.162211233551045,0,Inactive
12447,43,1,476.49,3.784189633918261,0.6931471805599453,6.168543217293113,0,Inactive
12451,17,2,5307.82,2.8903717578961645,1.0986122886681098,8.577124867318746,2,Occasional Shoppers
12455,94,2,1698.9,4.553876891600541,1.0986122886681098,7.438324704784724,2,Occasional Shoppers
12456,54,1,940.17,4.007333185232471,0.6931471805599453,6.847123782142069,2,Occasional Shoppers
12457,33,3,1067.25,3.5263605246161616,1.3862943611198906,6.973777074524135,2,Occasional Shoppers
12458,84,1,441.92,4.442651256490317,0.6931471805599453,6.093389166829907,0,Inactive
12462,102,1,762.11,4.634728988229636,0.6931471805599453,6.637402188652131,2,Occasional Shoppers
12463,6,2,647.95,1.9459101490553128,1.0986122886681098,6.475355672133768,3,Emerging Loyal
12464,84,2,363.85,4.442651256490317,1.0986122886681098,5.899486310211629,0,Inactive
12468,116,1,220.59,4.762173934797756,0.6931471805599453,5.400828827501114,0,Inactive
12471,10,13,8361.92,2.3978952727983707,2.6390573296152584,9.031562927390535,1,High-Value Loyal
12472,67,3,3048.84,4.219507705176107,1.3862943611198906,8.022844409209041,2,Occasional Shoppers
12474,5,7,2711.33,1.791759469228055,2.079441541679836,7.905563323073633,1,High-Value Loyal
12476,17,5,2445.1,2.8903717578961645,1.791759469228055,7.802250198485835,1,High-Value Loyal
12477,39,2,4576.97,3.688879454113936,1.0986122886681098,8.429010947411093,2,Occasional Shoppers
12480,67,2,1587.27,4.219507705176107,1.0986122886681098,7.370400652543354,2,Occasional Shoppers
12481,4,7,3084.05,1.6094379124341005,2.079441541679836,8.034323143663578,1,High-Value Loyal
12483,5,4,994.66,1.791759469228055,1.6094379124341005,6.903405833844299,3,Emerging Loyal
12484,136,1,1138.67,4.919980925828125,0.6931471805599453,7.0384940257987365,2,Occasional Shoppers
12489,136,1,334.93,4.919980925828125,0.6931471805599453,5.816902804925467,0,Inactive
12490,14,2,1195.72,2.70805020110221,1.0986122886681098,7.087339760066206,3,Emerging Loyal
12494,95,3,312.55,4.564348191467836,1.3862943611198906,5.74795883698903,2,Occasional Shoppers
12500,66,4,1210.2,4.204692619390966,1.6094379124341005,7.099366882683184,2,Occasional Shoppers
12501,136,1,2169.39,4.919980925828125,0.6931471805599453,7.682662153888476,2,Occasional Shoppers
12502,17,3,1842.65,2.8903717578961645,1.3862943611198906,7.5195025813291,2,Occasional Shoppers
12506,32,1,73.5,3.49650756146648,0.6931471805599453,4.310799125385514,0,Inactive
12507,98,1,446.16,4.59511985013459,0.6931471805599453,6.102916472402125,0,Inactive
12509,83,1,176.5,4.430816798843313,0.6931471805599453,5.178970608915471,0,Inactive
12510,125,1,681.05,4.836281906951478,0.6931471805599453,6.525102968939129,0,Inactive
12514,66,1,1017.68,4.204692619390966,0.6931471805599453,6.926262950537877,2,Occasional Shoppers
12515,152,1,383.7,5.030437921392435,0.6931471805599453,5.95246380975825,0,Inactive
12520,4,3,1697.56,1.6094379124341005,1.3862943611198906,7.437536112263733,3,Emerging Loyal
12523,52,4,500.19,3.970291913552122,1.6094379124341005,6.216985270707943,2,Occasional Shoppers
12524,4,5,2833.38,1.6094379124341005,1.791759469228055,7.949578497359277,1,High-Value Loyal
12527,94,2,284.92,4.553876891600541,1.0986122886681098,5.655712051411118,0,Inactive
12528,76,2,771.66,4.343805421853684,1.0986122886681098,6.6498391070666685,2,Occasional Shoppers
12530,33,2,805.0,3.5263605246161616,1.0986122886681098,6.692083742506628,2,Occasional Shoppers
12539,61,3,4517.69,4.127134385045092,1.3862943611198906,8.415977407810622,2,Occasional Shoppers
12540,18,5,4838.04,2.9444389791664403,1.791759469228055,8.48447163292985,1,High-Value Loyal
12541,80,1,312.4,4.394449154672439,0.6931471805599453,5.74748032992192,0,Inactive
12545,59,1,628.15,4.0943445622221,0.6931471805599453,6.444369702037977,2,Occasional Shoppers
12547,80,1,159.4,4.394449154672439,0.6931471805599453,5.077670695432414,0,Inactive
12551,157,1,168.0,5.062595033026967,0.6931471805599453,5.1298987149230735,0,Inactive
12553,4,5,1734.62,1.6094379124341005,1.791759469228055,7.459119977250289,1,High-Value Loyal
12557,55,3,4854.62,4.02535169073515,1.3862943611198906,8.4878920759706,2,Occasional Shoppers
12559,110,2,561.71,4.709530201312334,1.0986122886681098,6.33276439774036,2,Occasional Shoppers
12561,102,1,238.85,4.634728988229636,0.6931471805599453,5.480013727948073,0,Inactive
12564,60,1,456.9,4.110873864173311,0.6931471805599453,6.12665081966305,0,Inactive
12565,88,1,145.92000000000002,4.48863636973214,0.6931471805599453,4.989888220951467,0,Inactive
12567,1,4,3884.32,0.6931471805599453,1.6094379124341005,8.264960627492052,1,High-Value Loyal
12569,18,5,1164.32,2.9444389791664403,1.791759469228055,7.060751006394263,1,High-Value Loyal
12573,26,1,160.54000000000002,3.295836866004329,0.6931471805599453,5.08475279001415,0,Inactive
12574,115,1,218.45,4.7535901911063645,0.6931471805599453,5.391124416134243,0,Inactive
12576,17,2,421.65,2.8903717578961645,1.0986122886681098,6.046544413374937,3,Emerging Loyal
12577,158,1,195.89,5.068904202220232,0.6931471805599453,5.282645197153741,0,Inactive
12578,129,1,1608.66,4.867534450455582,0.6931471805599453,7.383778255552623,2,Occasional Shoppers
12580,46,1,415.7,3.8501476017100575,0.6931471805599453,6.032366538428407,0,Inactive
12582,38,2,511.36,3.6635616461296463,1.0986122886681098,6.239027502962935,2,Occasional Shoppers
12583,73,4,2620.43,4.30406509320417,1.6094379124341005,7.871475249386383,2,Occasional Shoppers
12584,79,1,463.63,4.382026634673881,0.6931471805599453,6.141241389926207,0,Inactive
12585,34,2,2040.1,3.555348061489413,1.0986122886681098,7.621244157199997,2,Occasional Shoppers
12590,10,2,9864.26,2.3978952727983707,1.0986122886681098,9.196774773912752,1,High-Value Loyal
12591,116,1,452.85,4.762173934797756,0.6931471805599453,6.117766746972636,0,Inactive
12592,13,1,231.8,2.6390573296152584,0.6931471805599453,5.450179715857283,3,Emerging Loyal
12593,18,1,236.0,2.9444389791664403,0.6931471805599453,5.468060141135132,3,Emerging Loyal
12594,34,5,1177.54,3.555348061489413,1.791759469228055,7.072031663251185,2,Occasional Shoppers
12596,42,1,269.95,3.7612001156935615,0.6931471805599453,5.601934302012123,0,Inactive
12597,68,1,516.15,4.23410650459726,0.6931471805599453,6.248332967823813,0,Inactive
12598,20,3,1285.74,3.044522437723423,1.3862943611198906,7.1598671669852765,2,Occasional Shoppers
12599,8,3,463.86,2.19722457733622,1.3862943611198906,6.1417362849862815,3,Emerging Loyal
12600,3,6,1315.96,1.3862943611198906,1.9459101490553128,7.183081329224334,1,High-Value Loyal
12601,3,4,508.96,1.3862943611198906,1.6094379124341005,6.234332291269921,3,Emerging Loyal
12604,61,1,178.5,4.127134385045092,0.6931471805599453,5.190175207928333,0,Inactive
12609,117,1,287.93,4.770684624465665,0.6931471805599453,5.666184444240883,0,Inactive
12613,61,2,821.66,4.127134385045092,1.0986122886681098,6.712542992596618,2,Occasional Shoppers
12614,77,1,315.6,4.356708826689592,0.6931471805599453,5.757639147446912,0,Inactive
12616,97,1,255.6,4.584967478670572,0.6931471805599453,5.547518452181536,0,Inactive
12619,34,2,631.66,3.555348061489413,1.0986122886681098,6.449933153038447,2,Occasional Shoppers
12620,4,1,561.66,1.6094379124341005,0.6931471805599453,6.332675538076368,3,Emerging Loyal
12621,11,9,6860.72,2.4849066497880004,2.302585092994046,8.833713418155677,1,High-Value Loyal
12622,31,1,180.1,3.4657359027997265,0.6931471805599453,5.199049364889368,0,Inactive
12623,76,1,305.1,4.343805421853684,0.6931471805599453,5.723911845951367,0,Inactive
12625,11,2,2683.82,2.4849066497880004,1.0986122886681098,7.895368965589599,3,Emerging Loyal
12626,116,2,1274.1,4.762173934797756,1.0986122886681098,7.150779885889496,2,Occasional Shoppers
12633,87,1,1012.82,4.477336814478207,0.6931471805599453,6.9214806536006135,2,Occasional Shoppers
12637,39,4,2387.15,3.688879454113936,1.6094379124341005,7.778274286610124,2,Occasional Shoppers
12639,38,1,486.1,3.6635616461296463,0.6931471805599453,6.188469440812497,0,Inactive
12643,20,3,1411.92,3.044522437723423,1.3862943611198906,7.253413763955036,2,Occasional Shoppers
12645,19,2,798.9,2.995732273553991,1.0986122886681098,6.684486719854776,3,Emerging Loyal
12647,45,6,2009.06,3.828641396489095,1.9459101490553128,7.605919851353866,1,High-Value Loyal
12649,11,1,375.0,2.4849066497880004,0.6931471805599453,5.929589143389895,3,Emerging Loyal
12651,134,1,114.0,4.90527477843843,0.6931471805599453,4.74493212836325,0,Inactive
12652,130,1,919.98,4.875197323201151,0.6931471805599453,6.82543832049292,2,Occasional Shoppers
12653,96,1,779.1,4.574710978503383,0.6931471805599453,6.659422116594268,2,Occasional Shoppers
12654,95,1,166.6,4.564348191467836,0.6931471805599453,5.121580188047982,0,Inactive
12656,3,2,1659.6,1.3862943611198906,1.0986122886681098,7.414934261827931,3,Emerging Loyal
12662,38,4,1344.4,3.6635616461296463,1.6094379124341005,7.2044466455915055,2,Occasional Shoppers
12664,31,2,1303.58,3.4657359027997265,1.0986122886681098,7.173636428875023,2,Occasional Shoppers
12665,124,1,63.0,4.8283137373023015,0.6931471805599453,4.158883083359672,0,Inactive
12668,58,3,2924.4700000000003,4.07753744390572,1.3862943611198906,7.981210430518388,2,Occasional Shoppers
12669,48,2,2272.6,3.8918202981106265,1.0986122886681098,7.729119757342836,2,Occasional Shoppers
12670,32,1,633.05,3.49650756146648,0.6931471805599453,6.4521278156809085,2,Occasional Shoppers
12672,129,1,225.9,4.867534450455582,0.6931471805599453,5.424509391785796,0,Inactive
12673,126,1,220.9,4.844187086458591,0.6931471805599453,5.402226829938548,0,Inactive
12674,7,1,586.74,2.079441541679836,0.6931471805599453,6.3762846732388585,3,Emerging Loyal
12676,60,2,707.4,4.110873864173311,1.0986122886681098,6.563008905908679,2,Occasional Shoppers
12678,49,5,3951.84,3.912023005428146,1.791759469228055,8.282189586889366,1,High-Value Loyal
12679,5,2,906.38,1.791759469228055,1.0986122886681098,6.8105613259907045,3,Emerging Loyal
12681,9,11,7476.19,2.302585092994046,2.4849066497880004,8.919612331938255,1,High-Value Loyal
12682,7,9,4612.95,2.079441541679836,2.302585092994046,8.436839602090673,1,High-Value Loyal
12683,11,9,4417.57,2.4849066497880004,2.302585092994046,8.393571393313048,1,High-Value Loyal
12684,7,2,519.1,2.079441541679836,1.0986122886681098,6.254021100779027,3,Emerging Loyal
12686,171,1,89.14,5.147494476813453,0.6931471805599453,4.501364017262502,0,Inactive
12690,5,1,389.01,1.791759469228055,0.6931471805599453,5.966172379820607,3,Emerging Loyal
12691,117,3,406.2,4.770684624465665,1.3862943611198906,6.009304465236313,2,Occasional Shoppers
12693,11,3,630.77,2.4849066497880004,1.3862943611198906,6.448525403859796,3,Emerging Loyal
12695,10,1,89.25,2.3978952727983707,0.6931471805599453,4.502583597212991,3,Emerging Loyal
12700,14,1,1092.43,2.70805020110221,0.6931471805599453,6.997074823435883,3,Emerging Loyal
12701,42,1,337.08000000000004,3.7612001156935615,0.6931471805599453,5.823282553867747,0,Inactive
12705,1,3,3164.1,0.6931471805599453,1.3862943611198906,8.059939929655766,1,High-Value Loyal
12707,91,1,603.42,4.5217885770490405,0.6931471805599453,6.404269320519532,0,Inactive
12708,31,4,966.22,3.4657359027997265,1.6094379124341005,6.874425977333276,2,Occasional Shoppers
12709,16,7,3897.87,2.833213344056216,2.079441541679836,8.26844204654421,1,High-Value Loyal
12710,1,1,718.96,0.6931471805599453,0.6931471805599453,6.5791956549112784,3,Emerging Loyal
12712,12,7,2120.68,2.5649493574615367,2.079441541679836,7.659963506671286,1,High-Value Loyal
12714,6,2,1761.92,1.9459101490553128,1.0986122886681098,7.474726804170336,3,Emerging Loyal
12717,45,1,609.74,3.828641396489095,0.6931471805599453,6.414671336692304,2,Occasional Shoppers
12720,19,8,2051.29,2.995732273553991,2.19722457733622,7.62671152184121,1,High-Value Loyal
12721,46,3,1107.82,3.8501476017100575,1.3862943611198906,7.011051665791002,2,Occasional Shoppers
12724,131,1,154.9,4.882801922586371,0.6931471805599453,5.049214776063731,0,Inactive
12725,170,1,427.8,5.14166355650266,0.6931471805599453,6.060990609756592,0,Inactive
12726,13,4,1111.28,2.6390573296152584,1.6094379124341005,7.014167241675741,1,High-Value Loyal
12727,81,4,2007.32,4.406719247264253,1.6094379124341005,7.605053830664558,2,Occasional Shoppers
12728,57,3,617.31,4.060443010546419,1.3862943611198906,6.426989949812354,2,Occasional Shoppers
12731,11,6,8230.09,2.4849066497880004,1.9459101490553128,9.015673727185735,1,High-Value Loyal
12733,33,1,383.95,3.5263605246161616,0.6931471805599453,5.953113455724059,0,Inactive
12734,152,1,110.4,5.030437921392435,0.6931471805599453,4.713127327493184,0,Inactive
12735,115,2,779.5699999999999,4.7535901911063645,1.0986122886681098,6.660024422032584,2,Occasional Shoppers
12736,132,1,234.0,4.890349128221754,0.6931471805599453,5.459585514144159,0,Inactive
12738,171,1,155.35,5.147494476813453,0.6931471805599453,5.05209708390385,0,Inactive
12744,48,4,10262.65,3.8918202981106265,1.6094379124341005,9.236363805947889,1,High-Value Loyal
12747,17,5,1763.05,2.8903717578961645,1.791759469228055,7.475367580836235,1,High-Value Loyal
12748,10,83,9158.63,2.3978952727983707,4.430816798843313,9.122561063839257,1,High-Value Loyal
12749,12,1,859.1,2.5649493574615367,0.6931471805599453,6.757048661557434,3,Emerging Loyal
12753,48,4,12940.51,3.8918202981106265,1.6094379124341005,9.468195253673445,1,High-Value Loyal
12754,35,3,3010.74,3.58351893845611,1.3862943611198906,8.010273263812737,2,Occasional Shoppers
12755,80,2,3811.95,4.394449154672439,1.0986122886681098,8.246158446737232,2,Occasional Shoppers
12757,10,2,1160.5500000000002,2.3978952727983707,1.0986122886681098,7.0575105990669735,3,Emerging Loyal
12758,76,1,1570.19,4.343805421853684,0.6931471805599453,7.359588573017829,2,Occasional Shoppers
12759,75,1,444.8,4.330733340286331,0.6931471805599453,6.099870420951769,0,Inactive
12763,168,1,320.08,5.1298987149230735,0.6931471805599453,5.771690313263376,0,Inactive
12764,116,1,1693.88,4.762173934797756,0.6931471805599453,7.435367220848186,2,Occasional Shoppers
12766,40,4,4015.71,3.713572066704308,1.6094379124341005,8.29821843857424,1,High-Value Loyal
12769,38,1,1143.6,3.6635616461296463,0.6931471805599453,7.042810509975002,2,Occasional Shoppers
12770,10,1,1351.45,2.3978952727983707,0.6931471805599453,7.209673041460572,3,Emerging Loyal
12775,3,3,744.88,1.3862943611198906,1.3862943611198906,6.614564729355893,3,Emerging Loyal
12778,58,3,408.06,4.07753744390572,1.3862943611198906,6.0138618445500205,2,Occasional Shoppers
12779,48,5,2222.2,3.8918202981106265,1.791759469228055,7.706702878428294,2,Occasional Shoppers
12781,84,1,549.26,4.442651256490317,0.6931471805599453,6.310390893798908,0,Inactive
12782,53,3,1562.95,3.9889840465642745,1.3862943611198906,7.354969951284764,2,Occasional Shoppers
12785,164,1,311.95,5.10594547390058,0.6931471805599453,5.74604343337071,0,Inactive
12791,173,1,192.6,5.159055299214529,0.6931471805599453,5.265794174842477,0,Inactive
12792,56,1,400.54,4.04305126783455,0.6931471805599453,5.995307154825432,0,Inactive
12793,134,2,545.48,4.90527477843843,1.0986122886681098,6.303497710423594,2,Occasional Shoppers
12797,165,1,254.03,5.111987788356544,0.6931471805599453,5.541381185297377,0,Inactive
12808,168,1,129.4,5.1298987149230735,0.6931471805599453,4.870606649492553,0,Inactive
12811,60,3,514.85,4.110873864173311,1.3862943611198906,6.245816025546385,2,Occasional Shoppers
12817,80,1,166.04000000000002,4.394449154672439,0.6931471805599453,5.118233304694274,0,Inactive
12818,61,1,1542.08,4.127134385045092,0.6931471805599453,7.341535698070348,2,Occasional Shoppers
12820,126,1,170.46,4.844187086458591,0.6931471805599453,5.14435000325061,0,Inactive
12821,13,1,92.72,2.6390573296152584,0.6931471805599453,4.540311613639595,3,Emerging Loyal
12823,54,3,994.5,4.007333185232471,1.3862943611198906,6.903245123504251,2,Occasional Shoppers
12826,116,3,697.1,4.762173934797756,1.3862943611198906,6.548362358976356,2,Occasional Shoppers
12829,136,2,293.0,4.919980925828125,1.0986122886681098,5.683579767338681,0,Inactive
12831,62,1,215.05,4.143134726391533,0.6931471805599453,5.375509862377943,0,Inactive
12834,82,1,312.38,4.418840607796598,0.6931471805599453,5.747416511676263,0,Inactive
12836,18,2,1661.4,2.9444389791664403,1.0986122886681098,7.416017620344963,2,Occasional Shoppers
12838,173,1,390.79,5.159055299214529,0.6931471805599453,5.970725981958582,0,Inactive
12839,87,3,1089.01,4.477336814478207,1.3862943611198906,6.993942149493032,2,Occasional Shoppers
12840,14,2,1577.97,2.70805020110221,1.0986122886681098,7.364528014708464,3,Emerging Loyal
12841,22,12,1939.73,3.1354942159291497,2.5649493574615367,7.570819469938344,1,High-Value Loyal
12842,108,1,310.73,4.691347882229144,0.6931471805599453,5.742137428532665,0,Inactive
12843,13,3,627.0600000000001,2.6390573296152584,1.3862943611198906,6.442635703305684,3,Emerging Loyal
12845,67,4,354.09000000000003,4.219507705176107,1.6094379124341005,5.872371278471126,2,Occasional Shoppers
12849,68,1,668.85,4.23410650459726,0.6931471805599453,6.507053806722995,2,Occasional Shoppers
12852,94,1,311.55,4.553876891600541,0.6931471805599453,5.744764456377822,0,Inactive
12853,39,3,885.0,3.688879454113936,1.3862943611198906,6.786716950605081,2,Occasional Shoppers
12854,41,2,810.37,3.737669618283368,1.0986122886681098,6.698724176955967,2,Occasional Shoppers
12855,172,1,38.1,5.153291594497779,0.6931471805599453,3.66612246699132,0,Inactive
12857,10,2,1106.4,2.3978952727983707,1.0986122886681098,7.009770204388867,3,Emerging Loyal
12866,83,1,559.12,4.430816798843313,0.6931471805599453,6.3281510464875765,0,Inactive
12867,13,4,1729.39,2.6390573296152584,1.6094379124341005,7.456102095611517,1,High-Value Loyal
12868,17,5,1359.0,2.8903717578961645,1.791759469228055,7.215239978730097,1,High-Value Loyal
12871,7,1,132.0,2.079441541679836,0.6931471805599453,4.890349128221754,3,Emerging Loyal
12872,126,2,599.97,4.844187086458591,1.0986122886681098,6.398545016483998,2,Occasional Shoppers
12873,81,1,374.0,4.406719247264253,0.6931471805599453,5.926926025970411,0,Inactive
12875,162,1,293.76000000000005,5.093750200806762,0.6931471805599453,5.686161465898799,0,Inactive
12877,18,6,589.12,2.9444389791664403,1.9459101490553128,6.380325906049366,1,High-Value Loyal
12878,36,2,854.99,3.610917912644224,1.0986122886681098,6.752258693830513,2,Occasional Shoppers
12881,75,1,298.0,4.330733340286331,0.6931471805599453,5.700443573390687,0,Inactive
12886,19,1,775.0,2.995732273553991,0.6931471805599453,6.654152520183219,3,Emerging Loyal
12888,13,2,354.12,2.6390573296152584,1.0986122886681098,5.87245576052578,3,Emerging Loyal
12891,20,2,246.00000000000003,3.044522437723423,1.0986122886681098,5.5093883366279774,3,Emerging Loyal
12897,4,2,216.5,1.6094379124341005,1.0986122886681098,5.382198850528739,3,Emerging Loyal
12901,12,9,4814.76,2.5649493574615367,2.302585092994046,8.479649151859864,1,High-Value Loyal
12902,64,1,138.68,4.174387269895637,0.6931471805599453,4.939354092091292,0,Inactive
12908,112,1,318.0,4.727387818712341,0.6931471805599453,5.765191102784844,0,Inactive
12909,1,3,1528.37,0.6931471805599453,1.3862943611198906,7.332611164882233,3,Emerging Loyal
12910,41,1,720.22,3.737669618283368,0.6931471805599453,6.580944222503163,2,Occasional Shoppers
12913,82,3,866.39,4.418840607796598,1.3862943611198906,6.765488702628331,2,Occasional Shoppers
12915,172,1,199.65,5.153291594497779,0.6931471805599453,5.301562096712925,0,Inactive
12916,1,3,2251.58,0.6931471805599453,1.3862943611198906,7.7198315049450414,1,High-Value Loyal
12921,12,13,5514.4400000000005,2.5649493574615367,2.6390573296152584,8.61530671091676,1,High-Value Loyal
12924,75,2,287.99,4.330733340286331,1.0986122886681098,5.666392085437642,0,Inactive
12928,41,2,780.04,3.737669618283368,1.0986122886681098,6.660626364917416,2,Occasional Shoppers
12929,111,1,117.85,4.718498871295094,0.6931471805599453,4.777862193806203,0,Inactive
12931,3,7,3920.7,1.3862943611198906,2.079441541679836,8.274280512244735,1,High-Value Loyal
12933,83,1,110.75,4.430816798843313,0.6931471805599453,4.716264233493678,0,Inactive
12935,3,2,866.23,1.3862943611198906,1.0986122886681098,6.765304224182961,3,Emerging Loyal
12937,67,1,217.43,4.219507705176107,0.6931471805599453,5.3864655970747295,0,Inactive
12939,72,3,7228.32,4.290459441148391,1.3862943611198906,8.885900258170809,2,Occasional Shoppers
12942,165,1,258.75,5.111987788356544,0.6931471805599453,5.5597196299793366,0,Inactive
12944,154,1,286.95,5.043425116919247,0.6931471805599453,5.6627868539526816,0,Inactive
12945,88,1,462.95,4.48863636973214,0.6931471805599453,6.139776787799188,0,Inactive
12947,34,3,1035.27,3.555348061489413,1.3862943611198906,6.943383006625137,2,Occasional Shoppers
12948,14,3,886.26,2.70805020110221,1.3862943611198906,6.7881380622435925,3,Emerging Loyal
12949,6,3,2250.7,1.9459101490553128,1.3862943611198906,7.719440765465614,1,High-Value Loyal
12951,3,4,624.88,1.3862943611198906,1.6094379124341005,6.439158659433857,3,Emerging Loyal
12955,3,3,697.42,1.3862943611198906,1.3862943611198906,6.548820640999671,3,Emerging Loyal
12956,105,1,108.07,4.663439094112067,0.6931471805599453,4.691989877940651,0,Inactive
12957,4,3,1128.77,1.6094379124341005,1.3862943611198906,7.029769351166337,3,Emerging Loyal
12963,165,1,365.8,5.111987788356544,0.6931471805599453,5.9048167403823095,0,Inactive
12967,157,2,1660.9,5.062595033026967,1.0986122886681098,7.415716805133478,2,Occasional Shoppers
12970,122,2,23.8,4.812184355372417,1.0986122886681098,3.210843653170937,0,Inactive
12971,1,37,4472.12,0.6931471805599453,3.6375861597263857,8.405841430705456,1,High-Value Loyal
12976,11,1,738.6,2.4849066497880004,0.6931471805599453,6.60610949951297,3,Emerging Loyal
12980,10,6,4566.360000000001,2.3978952727983707,1.9459101490553128,8.426690636441403,1,High-Value Loyal
12982,42,1,390.54,3.7612001156935615,0.6931471805599453,5.970087681348397,0,Inactive
12988,91,1,505.82,4.5217885770490405,0.6931471805599453,6.228155910967461,0,Inactive
12989,38,5,2629.06,3.6635616461296463,1.791759469228055,7.874761938599795,1,High-Value Loyal
12990,109,1,97.5,4.700480365792417,0.6931471805599453,4.590056548178043,0,Inactive
12993,7,2,175.3,2.079441541679836,1.0986122886681098,5.172187089403825,3,Emerging Loyal
12994,68,1,352.6,4.23410650459726,0.6931471805599453,5.868166330763488,0,Inactive
12997,36,2,608.47,3.610917912644224,1.0986122886681098,6.4125897270372665,2,Occasional Shoppers
12999,4,2,379.38,1.6094379124341005,1.0986122886681098,5.941170753053515,3,Emerging Loyal
13000,59,2,458.53,4.0943445622221,1.0986122886681098,6.13020422802146,2,Occasional Shoppers
13001,17,9,7311.0,2.8903717578961645,2.302585092994046,8.897272113133987,1,High-Value Loyal
13002,117,1,120.95,4.770684624465665,0.6931471805599453,4.80361112466193,0,Inactive
13003,14,1,59.05,2.70805020110221,0.6931471805599453,4.095177548525992,0,Inactive
